t_s,P_ufv_pu,Q_ufv_pu,id_ufv_ref_pu,id_ufv_pu,iq_ufv_ref_pu,iq_ufv_pu,vd_ufv_pu,vq_ufv_pu,vd_rede_pu,vq_rede_pu,vbus2_pu,ang_g1_rad,pe_g1_pu,ang_g3_rad,pe_g3_pu
0.24715,0.902404937481739,0.0805984916596895,1,1.10075999541172,0,-0.0701919357737676,1.02650364944732,0.00717347070776365,1.01508448301152,-0.0432747482935758,1.02376676208133,91.364348992968,0.566990650456428,92.0395341142705,0.670365566521579
0.2472,0.907173398019466,0.0936028396219053,1,1.11915075719025,0,-0.0635056950499692,1.02825723694334,0.00289698628306305,1.02816404765867,0.00289672373389759,1.02549470409782,91.3831026509653,0.56878514100418,92.0583028566805,0.673415730884862
0.24725,0.904607576111085,0.112819877749997,1,1.11777317906443,0,-0.0843475594637464,1.02414710851609,0.00288466237517207,1.02803952693906,-0.0162613331916513,1.02139561591877,91.4018562887938,0.570418033849073,92.0770716009067,0.676010414882346
0.2473,0.900587391735961,0.12562684280804,1,1.11604952525436,0,-0.10471316919473,1.02007559008468,-0.00131917887048698,1.02757216074465,-0.0350022051994772,1.01733185130686,91.4206099063951,0.571870379850376,92.0958403469371,0.678131698214095
0.24735,0.890740246360377,0.144091041805247,1,1.1140043221264,0,-0.124602411320893,1.01267979404774,0.000180350001398786,1.02678439938361,-0.0533244511335172,1.00995511953038,91.4393635037299,0.573125488396079,92.1146090948388,0.679767260427064
0.2474,0.876326599020749,0.164095390884416,1,1.10815318136031,0,-0.11334770717428,1.00358198404926,0.00578265778665263,1.00349103104271,0.00578213371376182,1.00089838677969,91.4581170807782,0.574169252751409,92.1333778447549,0.680910081283191
0.24745,0.858620807653537,0.182748308346745,1,1.10584400277587,0,-0.134015736409158,0.993929863141022,0.0125986537251068,1.0034240921531,-0.0129527502939221,0.991335250385116,91.4768706375391,0.574990440013935,92.1521465969004,0.681558169785267
0.2475,0.842936552885537,0.189812186412435,1,1.1032097511601,0,-0.15420577494349,0.987444899965079,0.0126690469568654,1.00301971855737,-0.0312909993216052,0.984869156553887,91.4956241740306,0.575580944127621,92.1709153515575,0.681714354843519
0.24755,0.825065144249292,0.199300712361118,1,1.10027432427969,0,-0.173918335466714,0.980321051004199,0.0167161587399993,1.00229936389576,-0.0492307585519247,0.977825549910523,91.5143776902889,0.57593599921639,92.1896841090693,0.681386171801237
0.2476,0.80591905067799,0.208622339110939,1,1.0535367424232,0,-0.131461426591381,0.973166075391187,0.0235716903065415,0.973077878929079,0.0235695540425024,0.970832362277376,91.5331311863673,0.576054351096662,92.2084528698337,0.680585871027995
0.24765,0.786289486912791,0.216099865128764,1,1.05084576310147,0,-0.151475927093448,0.966412700364279,0.0305063835816932,0.973350145464871,0.00505733748054375,0.964292571571451,91.5518846623348,0.575938385731514,92.2272216342955,0.679330560511057
0.2477,0.770110926925722,0.212798053332871,1,1.04784000558225,0,-0.171035367741669,0.962582431404345,0.0299063553811838,0.973275329549404,-0.0130849237436021,0.960455748265236,91.5706381182748,0.575594216889265,92.2459904029382,0.677642477681597
0.24775,0.75351678006584,0.212849746996797,1,1.0445423017259,0,-0.190139828079978,0.958362432189607,0.0330247714020456,0.972874144072139,-0.0308542077321746,0.956351197195035,91.589391554283,0.575031729637976,92.2647591762749,0.675549364906488
0.2478,0.737015256305157,0.213981111854932,1,0.984792796519693,0,-0.124124553574124,0.954107096213142,0.0388542467270648,0.954020627035387,0.0388507254297386,0.952328678108528,91.6081449704652,0.574264572756428,92.2835279548383,0.673084901620033
0.24785,0.721021371610692,0.214641407084065,1,0.982208569991631,0,-0.143143570977003,0.950129957075881,0.0448674745517489,0.95459348855172,0.0203962567660421,0.948629499143775,91.6268983669354,0.573310091172742,92.3022967391698,0.670289128381943
0.2479,0.714676112818839,0.212737886910368,1,0.979318132110349,0,-0.16173976937337,0.95510853064452,0.0491882896822643,0.95480860501491,0.00229422424598864,0.953801099141352,91.6456517438126,0.572189197953569,92.3210655298084,0.667208798040902
0.24795,0.708089544846937,0.210448580553846,1,0.976143030072164,0,-0.179912594663599,0.957505007617121,0.0551467886603593,0.954686330319879,-0.0154514198626805,0.95651125405149,91.664405101219,0.570926174134904,92.3398343272793,0.663897585202837
0.248,0.701422853095415,0.207177012512725,1,0.934873781608621,0,-0.0975402235136233,0.958108301233398,0.0623132014386222,0.958021469432925,0.0623075540943009,0.957549209752175,91.6831584392767,0.569548381240058,92.3586031320813,0.660416076469178
0.24805,0.694829878016651,0.202551482664277,1,0.932754744562642,0,-0.116067520168954,0.95769711618582,0.0684393080317652,0.959069016880983,0.0432895836267662,0.957556092949007,91.7019117581052,0.56808587400509,92.3773719446755,0.656831459966132
